,unique_key,taxi_id,trip_start_timestamp,trip_end_timestamp,trip_seconds,trip_miles,pickup_census_tract,dropoff_census_tract,pickup_community_area,dropoff_community_area,fare,tips,tolls,extras,trip_total,payment_type,company,pickup_latitude,pickup_longitude,pickup_location,dropoff_latitude,dropoff_longitude,dropoff_location
0,4bd871ae6c7727a89262fda70bd0cc6f09d8aaf4,6c6bb220c0c5f895374a902ce390b95a3f928b11f7f7e5a5a44eeef8921ca0b886817b10cf54e3e25e60fe5b48770566acab12acf377db669159bb8c44ff87e2,2018-06-13 09:30:00+00:00,2018-06-13 10:00:00+00:00,1740,9.8,17031390700,17031081401,39,8,28.5,0.0,0.0,0.0,28.5,Cash,Medallion Leasin,41.805911699,-87.587479258,POINT (-87.5874792581 41.8059116993),41.89503345,-87.619710672,POINT (-87.6197106717 41.8950334495)
1,a5c67ca6ceaad00af5b365899682cb81b0320264,75ac55239c9430d0a53973e560951a0d974bb65ed33f765a9a1a1100d0cd21f85d9f11f0bac1c5750b9ab87f38126d75b8a9d761305b8f91d2b6f5e9eba9f43f,2015-08-26 10:15:00+00:00,2015-08-26 10:30:00+00:00,900,2.2,17031080201,17031839100,8,32,9.65,1.0,0.0,0.0,10.65,Credit Card,Taxi Affiliation Services,41.909495669,-87.630963601,POINT (-87.630963601 41.9094956686),41.880994471,-87.632746489,POINT (-87.6327464887 41.8809944707)
2,83f8bd0a007db7deaef260560af5649807140bbe,55f31dbe9be541d894918b55b4cf2b074ab62f9e2f3a6d1e3f7e0401dd613ac3d4a0e6b8b8e58431e9ac686a742d6cc1fe419cb93562a201c9edca4d5f056179,2015-09-23 15:45:00+00:00,2015-09-23 15:45:00+00:00,300,1.8,17031841900,17031081403,28,8,6.65,0.0,0.0,0.0,6.65,Cash,Taxi Affiliation Services,41.867902418,-87.642958665,POINT (-87.6429586652 41.8679024175),41.890922026,-87.618868355,POINT (-87.6188683546 41.8909220259)
3,48a64ebcc3904cd408501702dcd06875eb918948,cb8da8dde1057540d8da485b4510d133316163e21fbef92f4d46f219459930016ec548fae8987cda4130590ceccdfab888567bcc1b861922d125a15aa899a1e9,2014-11-01 01:00:00+00:00,2014-11-01 01:00:00+00:00,240,0.7,17031071100,17031071500,7,7,4.85,0.0,0.0,3.0,7.85,Cash,Taxi Affiliation Services,41.921778188,-87.651061884,POINT (-87.6510618838 41.9217781876),41.914616286,-87.631717366,POINT (-87.6317173661 41.9146162864)
4,3404d3fdf687a56d275fa34b981e5ed52e0ec4d4,64686e78e46e6f51c31707069f5db572fc4d93091ad1fc758b903349e713f549538159b9de056b731b3e20ca05e4c28889623beb63ed88f971695ed0fc4193ee,2016-08-14 19:15:00+00:00,2016-08-14 19:15:00+00:00,360,1.1,17031241600,17031241400,24,24,6.5,1.5,0.0,0.0,8.5,Credit Card,Chicago Taxicab,41.906650766,-87.66533766,POINT (-87.6653376596 41.9066507664),41.906025969,-87.675311622,POINT (-87.6753116216 41.906025969)
5,b37caf8cd5f47e308fd025f1df595ab7a5d70fdf,0cbf5c0f6aca3628d77c7b6fe89715757ed402a70b0f8b546f175f2f0f8b051cbf2586f93f658f5b91675cbcec559ff886c7b477bf25fbc1f32c4e252f3f3435,2016-08-23 09:15:00+00:00,2016-08-23 09:30:00+00:00,480,0.9,17031081900,17031081500,8,8,6.5,0.0,0.0,0.0,6.5,Cash,City Service,41.897983898,-87.641491533,POINT (-87.6414915334 41.897983898),41.892507781,-87.626214906,POINT (-87.6262149064 41.8925077809)
6,be9b9b99d718d86de9fd77206c976f5e9e80f6bb,4df2912dd50d4f329ca8bbdc29820405a25dab85dd752422ab4f51193fbccb1e163491a14d4cbb36adc4c8dfe78b8b50d2286555a61e45c8f29ea7828f9a8b90,2018-01-19 01:15:00+00:00,2018-01-19 01:15:00+00:00,0,0.0,17031071100,17031071100,7,7,3.25,0.0,0.0,0.0,3.25,Cash,KOAM Taxi Association,41.921778188,-87.651061884,POINT (-87.6510618838 41.9217781876),41.921778188,-87.651061884,POINT (-87.6510618838 41.9217781876)
7,4a4d53bdff44b49c9f7ebff37c31f95eb5896220,0d61c4f9c8cb8d280fce388789bd7e26d2a692c0e510ca588ec0b4979d50be301e288fb259f57c306c47035636aed0ed78fa7eb8989fe20540bbb8bdc8c57910,2018-02-21 22:45:00+00:00,2018-02-21 23:00:00+00:00,600,2.1,17031838100,17031280100,28,28,9.0,0.0,0.0,1.0,10.0,Cash,Star North Management LLC,41.87866742,-87.671653621,POINT (-87.6716536214 41.8786674201),41.885300022,-87.642808466,POINT (-87.6428084655 41.8853000224)
8,44ce60832d36f10a74d4ccd0c1c3396933e46382,c4e0537554d8d6f4c1529153b0d18acb2531acd90d3ba10c33d115e5129cf49b188d5b87720528e72d1102af8d75a50eebbb3e33497236f0bdf85f6af1a32eea,2018-02-16 22:15:00+00:00,2018-02-16 22:30:00+00:00,1080,5.1,17031062100,17031081800,6,8,16.75,3.35,0.0,0.0,20.1,Credit Card,Taxi Affiliation Services,41.942691844,-87.651770507,POINT (-87.6517705068 41.9426918444),41.89321636,-87.63784421,POINT (-87.6378442095 41.8932163595)
9,d2d0b5594cd72a9c4a20c34c85754944b9baeabc,bb580bc1fe37f0f3d911e4a7323a0e4d42a936c715699b15b4f851eff54648c0e9d19956a80b67f716975be3a0ae6b79dc9bcdddcbfd3890de8b4959e1974ef9,2018-01-18 15:45:00+00:00,2018-01-18 16:00:00+00:00,900,0.2,17031071200,17031320400,7,32,15.25,3.25,0.0,1.0,19.5,Credit Card,Blue Ribbon Taxi Association Inc.,41.921854911,-87.646210977,POINT (-87.6462109769 41.9218549112),41.877406123,-87.621971652,POINT (-87.6219716519 41.8774061234)
10,8eade3b33cd3d6fe3917d61c4a4299e45ae22684,b7c5ea61bfd722546647298a170dc1d5ff6f3c66acb4ba0b09d07382b7e6d6c0b8c6e5d3f76719de4a26cf934cf8ae6d1c49832c5f0078ec8c3be5f8e9a4751c,2017-03-26 04:00:00+00:00,2017-03-26 04:00:00+00:00,420,2.4,17031831000,17031062900,22,6,9.25,2.05,0.0,1.0,12.3,Credit Card,Chicago Medallion Leasing INC,41.916005274,-87.675095116,POINT (-87.6750951155 41.9160052737),41.936237179,-87.656411531,POINT (-87.6564115308 41.9362371791)
11,34c62a52b3b972e3a93bdbf21d6a4d0f4f8ca686,79196d52c7dadbc76af237acc709a75cf939ec5097d9ec3f649ec13d1f6a7695efe4f316b705ee09a43c7f45db83c5cc3e05e08bea421b9beb81f7131c988418,2017-03-28 08:30:00+00:00,2017-03-28 08:45:00+00:00,780,0.0,17031063200,17031842200,6,8,10.75,0.0,0.0,0.0,10.75,Cash,Blue Ribbon Taxi Association Inc.,41.938391258,-87.63857492,POINT (-87.6385749205 41.938391257700005),41.904935302,-87.649907226,POINT (-87.6499072264 41.9049353016)
12,5229b612207de0b558ae274bf3c4c9c4001485ad,cf7d7298269a232bda57620063b7e58fa2862d9c166f61900566d19309bdce5ff97498a588e9a36dc335d891730db83fadabadff09870a456627863e233d5ca7,2017-03-26 02:30:00+00:00,2017-03-26 02:45:00+00:00,180,1.0,17031831000,17031221600,22,22,5.5,0.0,0.0,1.0,6.5,Cash,Chicago Medallion Leasing INC,41.916005274,-87.675095116,POINT (-87.6750951155 41.9160052737),41.921273105,-87.68508211,POINT (-87.6850821101 41.92127310530001)
13,b48cb422ac0f00989a3c72f27699c91d66471d72,0fe23e02370ebec8e19b3e14aef062dcce992ddc2aaa53ac86b518e18e20b4518ca7cb564f92585caa23310a5230ebfa135ed0ec0adb18ec9a35b0c4beddbe64,2017-04-22 18:15:00+00:00,2017-04-22 18:30:00+00:00,480,1.3,17031070103,17031832600,7,7,7.0,2.0,0.0,0.0,9.0,Credit Card,Chicago Medallion Leasing INC,41.926811182,-87.642605247,POINT (-87.6426052473 41.9268111821),41.914747305,-87.654007029,POINT (-87.6540070286 41.9147473049)
14,ff4e72d8237882c09e928d7a4e9fbe2395a86475,e44d2f6d539791766d0b5870d898e9a0f551ab0b850150d9eca6d276d5509b437f25e849ce1a73e828264978dfd56ba357427ce25e8b71299d6a6224bbdcdb1f,2017-04-23 00:15:00+00:00,2017-04-23 00:45:00+00:00,960,0.0,17031050600,17031081403,5,8,20.0,0.0,0.0,3.0,23.0,Cash,Taxi Affiliation Services,41.950545696,-87.676182496,POINT (-87.6761824959 41.95054569650001),41.890922026,-87.618868355,POINT (-87.6188683546 41.8909220259)
15,1b3118dfec8ffe8e3e55c20ce698f40f9eecf559,fb5592abfd3a503e3a11bee6b2dd49d177ec9c6910fe8fb1b66f13b9423e32f662d2a821ed329a1d813bc55ffaec7c97a0de6daa678741b44bdc2a87c991d815,2017-04-14 14:45:00+00:00,2017-04-14 15:00:00+00:00,540,1.2,17031063302,17031060900,6,6,7.25,2.0,0.0,0.0,9.25,Credit Card,Choice Taxi Association,41.934762456,-87.639853859,POINT (-87.6398538587 41.9347624564),41.949829346,-87.64396537,POINT (-87.6439653703 41.949829346)
16,f1e15e30d952dd1b97155fa7e094f05a5aa77b74,971fa4446fe8b29da09564476ab378d9c582ebc3c4334c022963ac93c5eebabe88a3fc903bba1b48a21d1d1cb597f785ad481fcad514d18c231a1641d01db177,2017-04-14 17:30:00+00:00,2017-04-14 17:45:00+00:00,1320,3.8,17031063000,17031081500,6,8,15.0,3.0,0.0,0.0,18.0,Credit Card,Chicago Medallion Leasing INC,41.936310131,-87.651562592,POINT (-87.6515625922 41.9363101308),41.892507781,-87.626214906,POINT (-87.6262149064 41.8925077809)
17,fa5baa6b7b9dee7e41e90e68b54e476605d96e06,d775e39a1daa4f149cdc4ca4cf7aa460546f151ca2ff311abf6f4c9c333124cfc2d019b6b5a5a3b741d54f76a4ac0794f868820b0f049f66091c1a5fed1d47dd,2023-01-18 14:45:00+00:00,2023-01-18 15:00:00+00:00,494,3.21,17031838200,17031281900,28,28,11.0,0.0,0.0,0.0,11.0,Cash,Flash Cab,41.870415,-87.675085621,POINT (-87.6750856208 41.8704150003),41.879255084,-87.642648998,POINT (-87.642648998 41.8792550844)
18,78b3a7eb2c6196497a23bd2caf468df566cf3da7,c6f0691bf1bd7155c05ca409582d6394b356d8d57315b1c29bded6842cd93019c7f3a0c84c4b72637f1e1bbae8443ef94524d967415e0de8b6391fb1345b6293,2013-03-13 08:30:00+00:00,2013-03-13 08:45:00+00:00,1140,0.0,17031063200,17031081900,6,8,12.65,0.0,0.0,0.0,12.65,Cash,Dispatch Taxi Affiliation,41.938391258,-87.63857492,POINT (-87.6385749205 41.938391257700005),41.897983898,-87.641491533,POINT (-87.6414915334 41.897983898)
19,2b6410600704f561003e5be6254c4ab7dad8a17e,f45bc801916dd442e000df41a2fbfe08d4b53e6058adc81262ccf4a01e666f723821a23294a57cae73dc0405d6c2f85f262a1114fda20d335a41a107564277ce,2013-03-16 17:45:00+00:00,2013-03-16 17:45:00+00:00,300,0.0,17031080201,17031080300,8,8,5.05,0.0,0.0,0.0,5.05,No Charge,Dispatch Taxi Affiliation,41.909495669,-87.630963601,POINT (-87.630963601 41.9094956686),41.90749193,-87.63576009,POINT (-87.6357600901 41.9074919303)
20,8233b549e2e2c06e5eeacc4d1e2eae786402574a,2e8fa712f0d6be37541e940607b4986b43ff0e597b884aaee223bac11d16142be9cbb844215c31d2321635e21487b6dd1f7cdc3e9323070bb7a9f181c0074b90,2013-03-17 01:00:00+00:00,2013-03-17 01:00:00+00:00,420,0.0,17031832100,17031062100,6,6,5.65,0.0,0.0,0.0,5.65,Cash,Blue Ribbon Taxi Association Inc.,41.952822916,-87.653243992,POINT (-87.6532439924 41.9528229157),41.942691844,-87.651770507,POINT (-87.6517705068 41.9426918444)
21,9737aeb94367822e9408d49a63b1e3ed682687fa,109abe8a46228594d0f3d857a4d92992b3cb10f6391ca4fb38fedaad68fb67ba58c2c632d52f9a4992d56d45bf96e5fca3e276ef939ada55e4e15e0a4b9a6bca,2013-03-23 20:00:00+00:00,2013-03-23 20:00:00+00:00,360,2.0,17031063200,17031081300,6,8,9.45,0.0,0.0,1.0,10.45,Cash,Dispatch Taxi Affiliation,41.938391258,-87.63857492,POINT (-87.6385749205 41.938391257700005),41.898331794,-87.620762865,POINT (-87.6207628651 41.8983317935)
22,428f344eaf207c06c8bef431e71e444af6e43a7d,827185eef87dcaa101cd2ef3a73f52e86d5e58356abf4258aa768092c9a0ac4e08d42314d8d65420ff34ad5eb3c592a536025f8f9f31059fb54bee934f7c682d,2013-03-23 18:00:00+00:00,2013-03-23 18:15:00+00:00,420,2.2,17031070101,17031081202,7,8,8.05,0.0,0.0,0.0,8.05,Cash,Taxi Affiliation Services,41.92926299,-87.635890954,POINT (-87.6358909539 41.9292629902),41.902788048,-87.62614559,POINT (-87.6261455896 41.9027880476)
23,ab5f218f1c69d15cb2bda8cb1f4a10e3d5dc74fd,341cead8979074196f3231099ef811c4e905d7031dd6d7474e73483dce7fc666624798bac917ccc5bc8237cf33cdc0fb287db88a93ec53fc5472d3c8255d9eca,2013-03-12 14:30:00+00:00,2013-03-12 14:30:00+00:00,420,0.0,17031243500,17031081800,24,8,6.45,0.0,0.0,0.0,6.45,Cash,Taxi Affiliation Services,41.892658108,-87.652534484,POINT (-87.6525344838 41.8926581076),41.89321636,-87.63784421,POINT (-87.6378442095 41.8932163595)
24,75926a4a84c212b187a5fcbb8d59f5859b075f2e,a8c6abe061e67444eae2aa2446e294a20e304ae3bf72a538710d5ddf462df8f4aeadc75d7230677f35b2a4895237ab65cd6c53c9822731e1f56c4e5c7e816f91,2013-03-15 21:00:00+00:00,2013-03-15 21:00:00+00:00,480,0.0,17031063200,17031071300,6,7,6.25,0.0,0.0,1.0,7.25,Cash,Taxi Affiliation Services,41.938391258,-87.63857492,POINT (-87.6385749205 41.938391257700005),41.921778356,-87.641459759,POINT (-87.6414597588 41.9217783562)
25,55be74f5ce0e3982c563c2957c1bf7eb402b61c9,e3a458804fe9298cd1ab49287e64a8a8354d9a0766f0628b77a864d7d987dfed6813002c51dbb836288e24fe7afdc33bdc5a2fba6b1d25caaf04a0a6866f3aa5,2013-03-30 16:45:00+00:00,2013-03-30 17:00:00+00:00,780,45.0,17031070101,17031320100,7,32,12.85,0.0,0.0,1.0,13.85,Cash,Taxi Affiliation Services,41.92926299,-87.635890954,POINT (-87.6358909539 41.9292629902),41.884987192,-87.620992913,POINT (-87.6209929134 41.8849871918)
26,e439a483135894a0aad9aef8c88216eb02aa24ca,a61754fa7bcb6b5af968a16c00fc7b47947f764cbd6eda4ac5d0a468e838fad92a49df403ed6a5d56a85233ac1ac866eeb254012a53d877cf124fb60507f46fb,2013-03-27 14:15:00+00:00,2013-03-27 14:15:00+00:00,60,0.0,17031840300,17031840300,59,59,3.25,0.0,0.0,0.5,3.75,Cash,Dispatch Taxi Affiliation,41.833517886,-87.681355829,POINT (-87.6813558293 41.8335178865),41.833517886,-87.681355829,POINT (-87.6813558293 41.8335178865)
27,cc186322819f3605c8b0a4a8e8b663adfcb6c3ef,6d869f9e0b9021de42c3fe26664b8f87e0da69245bc002150048a0f8bf7211578c60c091c4f10310c6c206771e276242f25a3308a786b04e8703ee601afec8cf,2013-03-27 14:15:00+00:00,2013-03-27 14:15:00+00:00,180,0.0,17031842300,17031842200,24,8,4.65,1.35,0.0,0.0,6.0,Credit Card,Taxi Affiliation Services,41.89830587,-87.653613982,POINT (-87.6536139825 41.8983058696),41.904935302,-87.649907226,POINT (-87.6499072264 41.9049353016)
28,01e6746d9b9638a75ba821b6359695ea612af0f5,496984c9ce5dc09c7c52eb2f7b5c84796c84c53ec19203a1f00f5f31c1bdcc7e30a29d5b7e2ac3b19fc293ac1535cd715a150c58cfcd4db37dcb23138f82ca64,2013-03-19 12:00:00+00:00,2013-03-19 12:30:00+00:00,1860,1.2,17031841900,17031980000,28,76,39.45,0.0,0.0,2.0,41.45,Cash,Blue Ribbon Taxi Association Inc.,41.867902418,-87.642958665,POINT (-87.6429586652 41.8679024175),41.97907082,-87.903039661,POINT (-87.9030396611 41.9790708201)
29,d06787c903b031592c7899dc0c451f2f0490a94b,48167a544991fdc7880ca194e9bae7a011d5de5155c744f843a8adb7f523aeb937c3415a75284eb5801e546c03b67142831cf8f213d1785d6090e16e25444f95,2015-01-24 10:15:00+00:00,2015-01-24 10:30:00+00:00,1020,2.9,17031080201,17031320600,8,32,11.05,3.0,0.0,1.0,15.05,Credit Card,Dispatch Taxi Affiliation,41.909495669,-87.630963601,POINT (-87.630963601 41.9094956686),41.870607372,-87.622172937,POINT (-87.6221729369 41.8706073724)
30,d09a300e8845dbe701bdf9534a4f61ea979e7c21,4e7fa75c0eece7a23d9f7c67b97727dc2704b1c6f053aadd34ad376fd3578a4293120f9de9f5c58bfd8abddc7bc8f2dcf0d1cace39fd8ca00304d4e64ffd66f7,2015-01-24 03:00:00+00:00,2015-01-24 03:15:00+00:00,420,1.9,17031241400,17031070600,24,7,7.05,4.0,0.0,0.0,11.05,Credit Card,Taxi Affiliation Services,41.906025969,-87.675311622,POINT (-87.6753116216 41.906025969),41.928763006,-87.665676837,POINT (-87.665676837 41.9287630064)
31,6ec3523c57083ab64b9629bf794efc54819c7b23,713b6274c7d5358988efab5a8110a97aa4a53b3c9df463de6e6642ebdb15b79bb2c8b40579509487bd7586fd7285caeaf3e6941055db28bffb569de451373b9f,2015-03-08 01:45:00+00:00,2015-03-08 01:45:00+00:00,60,0.3,17031051300,17031062500,5,6,3.85,2.0,0.0,1.0,6.85,Credit Card,Dispatch Taxi Affiliation,41.935983574,-87.675821928,POINT (-87.6758219283 41.935983574),41.941488234,-87.671107656,POINT (-87.671107656 41.9414882338)
32,603b5bb0fd67818c2d43d08a71a72980c9b4859c,7de00b17932927b666edd0abb070e3bcb583e622ae86445859e7d5d374316c57c5df9259fde3d709575431c47d9607c753ccdf797274a3fc3811e188ef270024,2015-01-24 18:45:00+00:00,2015-01-24 19:00:00+00:00,1380,4.6,17031241600,17031830800,24,4,14.25,10.0,0.0,0.0,24.25,Credit Card,Taxi Affiliation Services,41.906650766,-87.66533766,POINT (-87.6653376596 41.9066507664),41.965141709,-87.676578071,POINT (-87.6765780714 41.9651417087)
33,bcd1e7246a30fa9243a1b78a5cf275584e845b2a,39c5b1afbd9856f33218efea0a669e7c7f8c186197b83e22ad2bce7b2339d83ba2bbfdb1b5ae01ddb17c64d6450f4507baeb350dbddf82e5bc4871519d9b33d8,2015-01-24 17:45:00+00:00,2015-01-24 18:15:00+00:00,1380,3.7,17031063400,17031833000,6,28,13.25,2.65,0.0,0.0,15.9,Credit Card,Taxi Affiliation Services,41.934659157,-87.646729729,POINT (-87.6467297286 41.9346591566),41.88528132,-87.6572332,POINT (-87.6572331997 41.8852813201)
34,69801cec6689209d0af4b35b397854d78fe7821c,612a23556a94593b3c2c66f5e675ed3cd024bdd5390e8d88172db020d8c2900c52c863873fc571d5a25cf042a0ede413244d5f95785d85885aa6ba00b0dc4338,2015-01-31 21:30:00+00:00,2015-01-31 21:30:00+00:00,180,0.0,17031842300,17031243500,24,24,4.25,0.0,0.0,1.5,5.75,Cash,Blue Ribbon Taxi Association Inc.,41.89830587,-87.653613982,POINT (-87.6536139825 41.8983058696),41.892658108,-87.652534484,POINT (-87.6525344838 41.8926581076)
35,266302b547f2c7d417af18d6bd6aaa05826e04e0,e3a458804fe9298cd1ab49287e64a8a8354d9a0766f0628b77a864d7d987dfed6813002c51dbb836288e24fe7afdc33bdc5a2fba6b1d25caaf04a0a6866f3aa5,2015-02-01 00:45:00+00:00,2015-02-01 01:00:00+00:00,900,3.8,17031241400,17031070101,24,7,11.25,0.0,0.0,0.0,11.25,Cash,Taxi Affiliation Services,41.906025969,-87.675311622,POINT (-87.6753116216 41.906025969),41.92926299,-87.635890954,POINT (-87.6358909539 41.9292629902)
36,d4dc497791ae3a9467d4d368a2497f442656e770,cb0238f1280ec16111baa2e62030dc943d6ca4119acdb28059b3356abce2df9df49fb7c16b05d611627c19b2fd654fb0493cd641c8a93a160dcdaa51dffb2c1c,2015-02-25 23:00:00+00:00,2015-02-25 23:15:00+00:00,180,0.7,17031071300,17031071500,7,7,4.65,0.0,0.0,0.0,4.65,Cash,Taxi Affiliation Services,41.921778356,-87.641459759,POINT (-87.6414597588 41.9217783562),41.914616286,-87.631717366,POINT (-87.6317173661 41.9146162864)
37,28e150eec6e0bebc07768c88402f26934a86ba3e,3aca3a7b083a44e1120981e53fa0e59afab7f01786ac2c239d6625b7f1f51ece25ca67c5c5aff7f8426a2fed917f96e397bcf854ba7ffcd9b30b495b1c817b9c,2015-01-31 18:45:00+00:00,2015-01-31 19:00:00+00:00,960,0.0,17031832600,17031222200,7,22,9.85,0.0,0.0,0.0,9.85,Cash,Blue Ribbon Taxi Association Inc.,41.914747305,-87.654007029,POINT (-87.6540070286 41.9147473049),41.915909788,-87.68382594,POINT (-87.6838259399 41.9159097884)
38,2dbefbb8c9bbfcb45dadfa2c6da9e676f60a4028,0602c4dcde4b0fa95e24da18797128a90565512392fffdd4884a10eab50d59e27122f19b53c3ee249986f24a28fff31c8cf5785ddda764e236060e63d85e510e,2015-01-24 02:15:00+00:00,2015-01-24 02:15:00+00:00,240,0.6,17031831000,17031222200,22,22,4.85,0.0,0.0,3.0,7.85,Cash,Taxi Affiliation Services,41.916005274,-87.675095116,POINT (-87.6750951155 41.9160052737),41.915909788,-87.68382594,POINT (-87.6838259399 41.9159097884)
39,a0105a70611900ae7743293dc8adec3f036e9779,a7dedd8ccd5ee04c6602df618753e1c85d1447c8d46c42fcdd9b1f95ee8238180a5e760d53028d31da070faf7be841506792cfad34a6e6889028c8e174bb83ce,2015-03-07 20:15:00+00:00,2015-03-07 20:15:00+00:00,120,0.0,17031243500,17031243500,24,24,3.85,0.0,0.0,0.0,3.85,Cash,Taxi Affiliation Services,41.892658108,-87.652534484,POINT (-87.6525344838 41.8926581076),41.892658108,-87.652534484,POINT (-87.6525344838 41.8926581076)
40,4926be7c07a5ea38291899144d2406ac42654046,309ff9f30190e038d6801051fc1b42cdefdd4169e46eedb04f92f30da4c28a40e15bbe4d1d986f074ffb17b879f817ab3ed2cf2aa1f050908b3015cf8d0fae3c,2015-03-08 03:45:00+00:00,2015-03-08 03:45:00+00:00,360,0.8,17031832000,17031062200,6,6,5.25,1.0,0.0,1.0,7.25,Credit Card,Taxi Affiliation Services,41.946294536,-87.654298084,POINT (-87.6542980837 41.9462945357),41.94258518,-87.656644092,POINT (-87.6566440918 41.9425851797)
41,221e37d13a1f5c1c986f62cf100ddda6b2fa29b1,c30fce9b91af29c3e553336324bfd496b4675e8a7a7da91e6dd99202f1e3f8c3c893a23711520744a3d98aea4f850d4ddad95084df372a34b6039826db78e51d,2015-01-31 20:45:00+00:00,2015-01-31 20:45:00+00:00,540,0.0,17031071300,17031070700,7,7,7.85,3.0,0.0,0.0,10.85,Credit Card,Blue Ribbon Taxi Association Inc.,41.921778356,-87.641459759,POINT (-87.6414597588 41.9217783562),41.929272532,-87.673807238,POINT (-87.67380723840002 41.9292725315)
42,ce0b2389c7ceffa3cd275b33f5c954055e7805be,145aa2e7daa978341b788de1e340d1ddf2662e3e94f2de9d5c0ce4ee84a3cba9546bb12c1eb9134479c40c26270bc98fc2dbfe14dfee99b67a76d33c53a05d83,2015-03-07 23:15:00+00:00,2015-03-07 23:30:00+00:00,600,1.3,17031070300,17031071500,7,7,7.65,2.0,0.0,1.0,10.65,Credit Card,Dispatch Taxi Affiliation,41.929046937,-87.651310877,POINT (-87.6513108767 41.9290469366),41.914616286,-87.631717366,POINT (-87.6317173661 41.9146162864)
43,c60114221f570066d7a65b2c25439e6b48907f36,278332b67974a1fcbc5fa4c37343844df45520be57eb69d8fafdad010c31c25fa1b7fb3ea22b533e0c3dc7b6e90633116952a68aa394aced6aaa6b66a768ef14,2015-01-23 19:15:00+00:00,2015-01-23 19:30:00+00:00,1080,2.7,17031080201,17031320600,8,32,10.85,0.0,0.0,0.0,10.85,Cash,Taxi Affiliation Services,41.909495669,-87.630963601,POINT (-87.630963601 41.9094956686),41.870607372,-87.622172937,POINT (-87.6221729369 41.8706073724)
44,a0eeeb2fcd7b986577eaabcd51bdc9c5797c6963,33f901ed59df96fc214076b63b2865c233ad00698639da382244723743a9e59db04c5b003ca3e56553f2b85f8c172feda549f7c8800cfa1c77b5f940b52c45f9,2015-01-24 23:00:00+00:00,2015-01-24 23:00:00+00:00,420,0.1,17031063200,17031080100,6,8,8.45,0.0,0.0,1.0,9.45,Cash,Taxi Affiliation Services,41.938391258,-87.63857492,POINT (-87.6385749205 41.938391257700005),41.907520075,-87.6266589,POINT (-87.6266589003 41.90752007470001)
45,d8fb751c7e6cb6745e57df64da0d459667213941,d461dc72b7a599bfba3f33fae867f5530e0c5aa5c200d89b4a5cbd270da1eba6488b76e3ce70a8371b8242f3529dd35a1230f16dc7e7bf2626243840f6261b97,2015-01-02 23:00:00+00:00,2015-01-02 23:00:00+00:00,300,0.0,17031832600,17031071200,7,7,5.25,0.0,0.0,1.0,6.25,Cash,Taxi Affiliation Services,41.914747305,-87.654007029,POINT (-87.6540070286 41.9147473049),41.921854911,-87.646210977,POINT (-87.6462109769 41.9218549112)
46,8fa3d42a1373c0943d57e863a51b027128fe3957,589abe005bec41a0c72d35373b683d620463e9ecca93b81c355ae7704310123955a84268f40b62094337dea3accb8eaa24b490ef302244740c12314f37e018fc,2015-02-06 10:00:00+00:00,2015-02-06 10:15:00+00:00,360,0.6,17031839000,17031839100,32,32,5.65,1.0,0.0,1.0,7.65,Credit Card,Taxi Affiliation Services,41.87101588,-87.631406525,POINT (-87.6314065252 41.8710158803),41.880994471,-87.632746489,POINT (-87.6327464887 41.8809944707)
47,fc0eba0dfa7e4fbc5dae5878529695f455f8a7f7,818965bb7234818bd3d6abf1e010a5b1bdbc8ae4b115ad69d4c5215f62eb8dbd9b3b45c987358c65b80b4f618f461d6443c1decef1ba93bb1e0f8cae899c87f2,2015-03-30 06:30:00+00:00,2015-03-30 06:45:00+00:00,1440,15.1,17031071700,17031980100,7,56,31.45,8.35,0.0,2.0,41.8,Credit Card,Top Cab Affiliation,41.912868922,-87.641070746,POINT (-87.6410707462 41.9128689225),41.785998518,-87.750934289,POINT (-87.7509342894 41.785998518)
48,431292de1432ae5abc041f765e90c9faed8fa672,cd75f70d5f3c873de240d29a244e101e2808b0a4dd2b42c393f0a30c94c2537eb7d19f857c8024281e6ec103dba6002d5791d1bee3575e7b7e9b6623d5487b6e,2019-12-07 09:45:00+00:00,2019-12-07 10:00:00+00:00,338,1.02,17031080201,17031081201,8,8,6.0,0.0,0.0,0.0,6.0,Cash,Flash Cab,41.909495669,-87.630963601,POINT (-87.630963601 41.9094956686),41.899155613,-87.626210532,POINT (-87.6262105324 41.8991556134)
49,42d61cced9a210dc84df85ed694e777edc6ed3bc,365689b9f3107b807470fe16b781f7ae5e76e057e00a195e919ada9ee717f284e3b33defa65d03e27a694085b7647267543d969f7ba519e8099af44630870914,2019-12-02 16:15:00+00:00,2019-12-02 16:15:00+00:00,0,0.0,17031130200,17031130200,13,13,3.25,0.0,0.0,0.0,3.25,Cash,Blue Ribbon Taxi Association Inc.,41.980843616,-87.736083927,POINT (-87.7360839271 41.9808436155),41.980843616,-87.736083927,POINT (-87.7360839271 41.9808436155)
50,59933973ddfe40f93f33948955d2b8cecd59765a,f529487ccf3a5d538cd246342379d54314e90dc6c573f94a72f5c2238189c5131e12c1e493c71ccdaed6751d13f53fa1d8b51a1591c48891dc6beb3f9df3a18f,2019-12-11 09:15:00+00:00,2019-12-11 09:30:00+00:00,1088,4.6,17031063302,17031320400,6,32,15.0,0.0,0.0,0.0,15.0,Cash,Medallion Leasin,41.934762456,-87.639853859,POINT (-87.6398538587 41.9347624564),41.877406123,-87.621971652,POINT (-87.6219716519 41.8774061234)
